stasiun,pm10,so2,co,o3,no2,critical,categori,year,kmeans_label
3,36.0,20.0,17.0,41.0,6.0,3,0,2019,3
3,27.0,20.0,11.0,72.0,10.0,3,1,2019,3
3,32.0,20.0,20.0,65.0,12.0,3,1,2019,3
3,33.0,20.0,14.0,100.0,9.0,3,1,2019,3
3,36.0,21.0,16.0,27.0,7.0,0,0,2019,3
3,34.0,20.0,18.0,48.0,8.0,3,0,2019,3
3,35.0,20.0,12.0,74.0,8.0,3,1,2019,3
3,33.0,20.0,17.0,73.0,9.0,3,1,2019,3
3,34.0,21.0,23.0,42.0,12.0,3,0,2019,3
3,32.0,20.0,13.0,26.0,9.0,0,0,2019,3
3,33.0,21.0,13.0,29.0,5.0,0,0,2019,3
3,35.0,21.0,13.0,34.0,5.0,0,0,2019,3
3,38.0,20.0,9.0,37.0,3.0,0,0,2019,3
3,50.0,21.0,21.0,32.0,7.0,0,0,2019,3
3,32.0,20.0,24.0,38.0,4.0,3,0,2019,3
3,25.0,20.0,8.0,25.0,3.0,0,0,2019,3
3,31.0,20.0,5.0,20.0,2.0,0,0,2019,3
3,34.0,20.0,11.0,30.0,7.0,0,0,2019,3
3,40.0,21.0,17.0,61.0,15.0,3,1,2019,3
3,41.0,22.0,12.0,30.0,6.0,0,0,2019,3
3,34.0,21.0,12.0,98.0,7.0,3,1,2019,3
3,48.0,21.0,14.0,45.0,8.0,0,0,2019,3
3,45.0,24.0,6.0,54.0,5.0,3,1,2019,3
4,10.0,10.0,7.0,44.0,4.0,3,0,2019,3
4,7.5,11.0,6.0,44.0,3.0,3,0,2019,3
4,9.0,10.0,6.0,35.0,2.0,3,0,2019,3
4,39.0,12.0,10.0,26.0,5.0,0,0,2019,3
4,33.0,12.0,9.0,45.0,5.0,3,0,2019,3
4,33.0,15.0,13.0,95.0,12.0,3,1,2019,3
4,24.0,13.0,10.0,76.0,12.0,3,1,2019,3
4,12.0,11.0,18.0,49.0,16.0,3,0,2019,3
4,25.0,14.0,8.0,43.0,6.0,3,0,2019,3
4,46.0,15.0,12.0,49.0,10.0,3,0,2019,3
4,16.0,11.0,7.0,31.0,1.0,3,0,2019,3
4,22.0,9.0,16.0,45.0,8.0,3,0,2019,3
4,16.0,9.0,18.0,41.0,8.0,3,0,2019,3
4,48.0,9.0,17.0,37.0,8.0,0,0,2019,3
4,32.0,9.0,17.0,37.0,8.0,3,0,2019,3
4,20.0,5.0,22.0,44.0,9.0,3,0,2019,3
4,44.0,16.0,12.0,49.0,8.0,3,0,2019,3
4,35.0,20.0,15.0,56.0,8.0,3,1,2019,3
4,48.0,14.0,20.0,53.0,5.0,3,1,2019,3
4,48.0,16.0,16.0,43.0,9.0,0,0,2019,3
4,35.0,15.0,13.0,65.0,10.0,3,1,2019,3
4,37.0,14.0,9.0,52.0,4.0,3,1,2019,3
4,45.0,12.0,15.0,34.0,7.0,0,0,2019,3
4,25.0,12.0,10.0,56.0,6.0,3,1,2019,3
4,27.0,14.0,9.0,59.0,7.0,3,1,2019,3
4,38.0,14.0,19.0,51.0,8.0,3,1,2019,3
4,32.0,12.0,12.0,82.0,8.0,3,1,2019,3
4,27.0,10.0,18.0,83.0,16.0,3,1,2019,3
4,37.0,12.0,17.0,55.0,17.0,3,1,2019,3
4,45.0,13.0,13.0,55.0,9.0,3,1,2019,3
4,32.0,14.0,11.0,48.0,6.0,3,0,2019,3
4,38.0,17.0,10.0,82.0,6.0,3,1,2019,3
4,38.0,17.0,12.0,48.0,7.0,3,0,2019,3
4,26.0,15.0,7.0,33.0,4.0,3,0,2019,3
4,26.0,16.0,7.0,65.0,3.0,3,1,2019,3
4,40.0,13.0,10.0,74.0,4.0,3,1,2019,3
4,42.0,19.0,17.0,58.0,5.0,3,1,2019,3
4,31.0,18.0,6.0,75.0,3.0,3,1,2019,3
4,17.0,14.0,5.0,55.0,2.0,3,1,2019,3
4,26.0,12.0,6.0,42.0,3.0,3,0,2019,3
4,46.0,13.0,17.0,57.0,6.0,3,1,2019,3
4,37.0,14.0,18.0,85.0,12.0,3,1,2019,3
4,41.0,13.0,19.0,42.0,8.0,3,0,2019,3
4,24.0,13.0,15.0,85.0,7.0,3,1,2019,3
4,36.0,13.0,20.0,80.0,7.0,3,1,2019,3
4,28.0,13.0,10.0,24.0,3.0,0,0,2019,3
4,37.0,15.0,16.0,65.0,10.0,3,1,2019,3
4,44.0,17.0,11.0,55.0,6.0,3,1,2019,3
4,43.0,16.0,11.0,51.0,4.0,3,1,2019,3
4,36.0,13.0,11.0,68.0,4.0,3,1,2019,3
4,50.0,21.0,10.0,48.0,6.0,0,0,2019,3
4,43.0,19.0,17.0,49.0,7.0,3,0,2019,3
0,30.0,20.0,10.0,32.0,9.0,3,0,2020,3
0,27.0,22.0,12.0,29.0,8.0,3,0,2020,3
0,39.0,22.0,14.0,32.0,10.0,0,0,2020,3
0,34.0,22.0,14.0,38.0,10.0,3,0,2020,3
0,35.0,22.0,12.0,31.0,9.0,0,0,2020,3
0,46.0,23.0,16.0,32.0,9.0,0,0,2020,3
0,37.0,23.0,26.0,33.0,11.0,0,0,2020,3
0,41.0,26.0,20.0,30.0,11.0,0,0,2020,3
0,24.0,24.0,18.0,25.0,8.0,3,0,2020,3
0,34.0,31.0,25.0,23.0,8.0,0,0,2020,3
0,27.0,23.0,9.0,33.0,4.0,3,0,2020,3
0,33.0,26.0,12.0,36.0,8.0,3,0,2020,3
0,34.0,28.0,13.0,27.0,7.0,0,0,2020,3
0,29.0,22.0,13.0,36.0,8.0,3,0,2020,3
0,37.0,29.0,14.0,31.0,6.0,0,0,2020,3
0,30.0,36.0,14.0,26.0,9.0,1,0,2020,3
0,29.0,8.0,19.0,27.0,14.0,0,0,2020,3
0,37.0,10.0,24.0,28.0,12.0,0,0,2020,3
0,24.0,8.0,29.0,21.0,14.0,2,0,2020,3
0,29.0,8.0,24.0,26.0,12.0,0,0,2020,3
0,35.0,7.0,18.0,33.0,12.0,0,0,2020,3
0,24.0,5.0,18.0,28.0,12.0,3,0,2020,3
0,38.0,8.0,27.0,17.0,11.0,0,0,2020,3
0,30.0,5.0,16.0,20.0,13.0,0,0,2020,3
0,35.0,11.0,15.0,22.0,14.0,0,0,2020,3
0,31.0,8.0,16.0,30.0,13.0,0,0,2020,3
0,28.0,5.0,5.0,29.0,9.0,3,0,2020,3
0,20.0,4.0,10.0,27.0,9.0,3,0,2020,3
0,19.0,5.0,14.0,25.0,13.0,3,0,2020,3
0,42.0,5.0,15.0,27.0,13.0,0,0,2020,3
0,33.0,5.0,16.0,22.0,13.0,0,0,2020,3
0,45.0,5.0,13.0,28.0,8.0,0,0,2020,3
0,34.0,5.0,15.0,32.0,10.0,0,0,2020,3
0,35.0,6.0,16.0,30.0,13.0,0,0,2020,3
0,36.0,10.0,19.0,33.0,16.0,0,0,2020,3
0,37.0,7.0,17.0,28.0,17.0,0,0,2020,3
0,45.0,7.0,16.0,39.0,11.0,0,0,2020,3
0,39.0,6.0,12.0,19.0,11.0,0,0,2020,3
0,30.0,5.0,12.0,33.0,11.0,3,0,2020,3
0,40.0,5.0,15.0,38.0,13.0,0,0,2020,3
0,34.0,4.0,17.0,36.0,12.0,3,0,2020,3
0,43.0,6.0,15.0,37.0,17.0,0,0,2020,3
0,34.0,4.0,7.0,42.0,9.0,3,0,2020,3
0,40.0,4.0,12.0,66.0,13.0,3,1,2020,3
0,33.0,3.0,7.0,63.0,8.0,3,1,2020,3
0,38.0,6.0,12.0,67.0,10.0,3,1,2020,3
0,32.0,4.0,6.0,33.0,7.0,3,0,2020,3
0,30.0,5.0,4.0,33.0,5.0,3,0,2020,3
0,42.0,6.0,8.0,47.0,7.0,3,0,2020,3
0,45.0,4.0,8.0,37.0,9.0,0,0,2020,3
0,26.0,3.0,11.0,35.0,9.0,3,0,2020,3
0,26.0,5.0,5.0,31.0,7.0,3,0,2020,3
0,36.0,3.0,5.0,27.0,10.0,0,0,2020,3
0,40.0,2.0,8.0,46.0,9.0,3,0,2020,3
0,40.0,2.0,8.0,46.0,11.0,3,0,2020,3
0,34.0,3.0,7.0,41.0,9.0,3,0,2020,3
0,43.0,2.0,8.0,54.0,9.0,3,1,2020,3
0,45.0,5.0,5.0,43.0,7.0,0,0,2020,3
0,43.0,4.0,3.0,27.0,8.0,0,0,2020,3
0,46.0,3.0,7.0,45.0,8.0,0,0,2020,3
0,36.0,1.0,4.0,71.0,8.0,3,1,2020,3
0,32.0,2.0,12.0,29.0,9.0,0,0,2020,3
0,50.0,4.0,4.0,30.0,8.0,0,0,2020,3
0,44.0,4.0,4.0,29.0,7.0,0,0,2020,3
0,44.0,2.0,4.0,47.0,8.0,3,0,2020,3
0,30.0,8.0,8.0,59.0,13.0,3,1,2020,3
0,50.0,12.0,10.0,34.0,8.0,0,0,2020,3
0,27.0,7.0,7.0,49.0,9.0,3,0,2020,3
0,42.0,3.0,10.0,52.0,8.0,3,1,2020,3
0,41.0,3.0,8.0,43.0,5.0,3,0,2020,3
0,26.0,2.0,4.0,27.0,5.0,3,0,2020,3
0,32.0,4.0,5.0,29.0,8.0,0,0,2020,3
0,22.0,4.0,4.0,65.0,8.0,3,1,2020,3
0,48.0,14.0,7.0,46.0,9.0,0,0,2020,3
0,44.0,14.0,7.0,37.0,8.0,0,0,2020,3
0,41.0,14.0,4.0,31.0,8.0,0,0,2020,3
0,45.0,18.0,4.0,28.0,8.0,0,0,2020,3
0,48.0,19.0,5.0,24.0,11.0,0,0,2020,3
0,40.0,16.0,8.0,43.0,16.0,3,0,2020,3
0,50.0,19.0,4.0,44.0,10.0,0,0,2020,3
0,46.0,18.0,3.0,41.0,9.0,0,0,2020,3
0,46.0,18.0,8.0,64.0,9.0,3,1,2020,3
0,37.0,15.0,6.0,82.0,11.0,3,1,2020,3
0,42.0,16.0,5.0,70.0,10.0,3,1,2020,3
0,42.0,17.0,5.0,70.0,11.0,3,1,2020,3
0,40.0,16.0,9.0,77.0,15.0,3,1,2020,3
0,29.0,19.0,8.0,48.0,14.0,3,0,2020,3
0,28.0,22.0,7.0,34.0,11.0,3,0,2020,3
0,21.0,23.0,5.0,28.0,6.0,3,0,2020,3
1,31.0,7.0,8.0,41.0,5.0,3,0,2020,3
1,23.0,7.0,9.0,35.0,6.0,3,0,2020,3
1,47.0,7.0,16.0,45.0,8.0,0,0,2020,3
1,45.0,7.0,10.0,44.0,8.0,0,0,2020,3
1,41.0,7.0,11.0,44.0,6.0,3,0,2020,3
1,43.0,8.0,19.0,32.0,9.0,0,0,2020,3
1,44.0,8.0,20.0,35.0,9.0,0,0,2020,3
1,34.0,7.0,11.0,34.0,5.0,0,0,2020,3
1,37.0,8.0,9.0,35.0,7.0,0,0,2020,3
1,32.0,8.0,7.0,35.0,9.0,3,0,2020,3
1,33.0,7.0,11.0,37.0,9.0,3,0,2020,3
1,41.0,7.0,10.0,44.0,7.0,3,0,2020,3
1,34.0,7.0,11.0,30.0,8.0,0,0,2020,3
1,39.0,8.0,12.0,26.0,8.0,0,0,2020,3
1,30.0,7.0,24.0,28.0,8.0,0,0,2020,3
1,34.0,7.0,9.0,40.0,7.0,3,0,2020,3
1,50.0,9.0,14.0,30.0,6.0,0,0,2020,3
1,36.0,9.0,19.0,33.0,6.0,0,0,2020,3
1,36.0,7.0,12.0,31.0,7.0,0,0,2020,3
1,20.0,7.0,11.0,45.0,7.0,3,0,2020,3
1,37.0,8.0,18.0,43.0,7.0,3,0,2020,3
1,26.0,7.0,13.0,51.0,5.0,3,1,2020,3
1,33.0,8.0,15.0,29.0,6.0,0,0,2020,3
1,25.0,7.0,11.0,32.0,5.0,3,0,2020,3
1,30.0,8.0,15.0,29.0,7.0,0,0,2020,3
1,48.0,8.0,11.0,32.0,6.0,0,0,2020,3
1,20.0,7.0,7.0,34.0,3.0,3,0,2020,3
1,28.0,7.0,4.0,35.0,3.0,3,0,2020,3
1,26.0,7.0,7.0,31.0,5.0,3,0,2020,3
1,34.0,8.0,14.0,32.0,8.0,0,0,2020,3
1,43.0,8.0,13.0,30.0,8.0,0,0,2020,3
1,42.0,8.0,12.0,26.0,8.0,0,0,2020,3
1,42.0,8.0,16.0,33.0,5.0,0,0,2020,3
1,34.0,7.0,15.0,40.0,8.0,3,0,2020,3
1,33.0,8.0,12.0,46.0,3.0,3,0,2020,3
1,37.0,8.0,9.0,43.0,5.0,3,0,2020,3
1,40.0,8.0,9.0,42.0,3.0,3,0,2020,3
1,36.0,8.0,9.0,40.0,8.0,3,0,2020,3
1,39.0,8.0,7.0,40.0,5.0,3,0,2020,3
1,43.0,9.0,11.0,46.0,8.0,3,0,2020,3
1,40.0,8.0,11.0,49.0,12.0,3,0,2020,3
1,27.0,9.0,6.0,46.0,2.0,3,0,2020,3
1,44.0,11.0,10.0,65.0,4.0,3,1,2020,3
1,48.0,12.0,9.0,51.0,3.0,3,1,2020,3
1,34.0,9.0,5.0,57.0,2.0,3,1,2020,3
1,32.0,10.0,7.0,62.0,2.0,3,1,2020,3
1,48.0,9.0,11.0,55.0,3.0,3,1,2020,3
1,35.0,9.0,14.0,47.0,3.0,3,0,2020,3
1,28.0,9.0,5.0,55.0,2.0,3,1,2020,3
1,43.0,18.0,9.0,84.0,4.0,3,1,2020,3
1,36.0,17.0,7.0,48.0,5.0,3,0,2020,3
1,42.0,21.0,14.0,56.0,9.0,3,1,2020,3
1,33.0,23.0,9.0,79.0,12.0,3,1,2020,3
1,33.0,22.0,8.0,68.0,6.0,3,1,2020,3
1,40.0,25.0,12.0,44.0,9.0,3,0,2020,3
1,28.0,16.0,7.0,76.0,10.0,3,1,2020,3
1,41.0,21.0,10.0,46.0,8.0,3,0,2020,3
1,43.0,21.0,12.0,45.0,11.0,3,0,2020,3
1,30.0,18.0,14.0,49.0,17.0,3,0,2020,3
1,36.0,19.0,10.0,83.0,14.0,3,1,2020,3
1,22.0,20.0,5.0,45.0,4.0,3,0,2020,3
1,32.0,20.0,9.0,68.0,18.0,3,1,2020,3
1,23.0,22.0,6.0,38.0,8.0,3,0,2020,3
1,33.0,26.0,4.0,32.0,15.0,0,0,2020,3
1,30.0,26.0,8.0,43.0,13.0,3,0,2020,3
1,23.0,21.0,7.0,46.0,13.0,3,0,2020,3
1,27.0,22.0,7.0,54.0,9.0,3,1,2020,3
1,25.0,21.0,7.0,43.0,6.0,3,0,2020,3
1,26.0,22.0,5.0,46.0,5.0,3,0,2020,3
1,14.0,21.0,5.0,33.0,4.0,3,0,2020,3
1,20.0,22.0,5.0,46.0,3.0,3,0,2020,3
1,33.0,16.0,11.0,64.0,9.0,3,1,2020,3
2,47.0,10.0,20.0,44.0,5.0,0,0,2020,3
2,44.0,11.0,16.0,63.0,6.0,3,1,2020,3
2,44.0,12.0,25.0,60.0,5.0,3,1,2020,3
2,26.0,14.0,20.0,48.0,10.0,3,0,2020,3
2,43.0,15.0,21.0,35.0,7.0,0,0,2020,3
2,33.0,15.0,25.0,38.0,7.0,3,0,2020,3
2,43.0,16.0,23.0,54.0,8.0,3,1,2020,3
2,35.0,16.0,19.0,38.0,4.0,3,0,2020,3
2,38.0,17.0,23.0,67.0,8.0,3,1,2020,3
2,47.0,16.0,24.0,63.0,4.0,3,1,2020,3
2,50.0,16.0,15.0,35.0,4.0,0,0,2020,3
2,43.0,16.0,19.0,75.0,4.0,3,1,2020,3
2,38.0,15.0,19.0,47.0,12.0,3,0,2020,3
2,32.0,17.0,18.0,55.0,5.0,3,1,2020,3
2,39.0,17.0,23.0,50.0,6.0,3,0,2020,3
2,44.0,17.0,22.0,68.0,8.0,3,1,2020,3
2,42.0,19.0,21.0,68.0,5.0,3,1,2020,3
2,38.0,18.0,23.0,35.0,7.0,0,0,2020,3
2,40.0,17.0,23.0,24.0,4.0,0,0,2020,3
2,26.0,18.0,13.0,40.0,3.0,3,0,2020,3
2,45.0,18.0,18.0,64.0,4.0,3,1,2020,3
2,40.0,17.0,22.0,73.0,6.0,3,1,2020,3
2,39.0,19.0,19.0,65.0,6.0,3,1,2020,3
2,37.0,18.0,17.0,55.0,5.0,3,1,2020,3
2,36.0,18.0,15.0,66.0,4.0,3,1,2020,3
2,39.0,18.0,22.0,40.0,6.0,3,0,2020,3
2,38.0,18.0,18.0,53.0,3.0,3,1,2020,3
2,38.0,19.0,22.0,79.0,5.0,3,1,2020,3
2,45.0,18.0,19.0,70.0,7.0,3,1,2020,3
2,25.0,19.0,12.0,46.0,5.0,3,0,2020,3
2,40.0,19.0,14.0,35.0,5.0,0,0,2020,3
2,38.0,18.0,13.0,47.0,5.0,3,0,2020,3
2,33.0,18.0,16.0,68.0,3.0,3,1,2020,3
2,43.0,17.0,18.0,62.0,6.0,3,1,2020,3
2,44.0,17.0,20.0,63.0,5.0,3,1,2020,3
2,44.0,18.0,17.0,69.0,4.0,3,1,2020,3
2,26.0,18.0,15.0,59.0,5.0,3,1,2020,3
2,34.0,18.0,14.0,67.0,5.0,3,1,2020,3
2,21.0,19.0,14.0,46.0,5.0,3,0,2020,3
2,48.0,19.0,16.0,55.0,5.0,3,1,2020,3
2,37.0,18.0,15.0,54.0,4.0,3,1,2020,3
2,30.0,18.0,15.0,30.0,4.0,0,0,2020,3
2,37.0,18.0,18.0,40.0,5.0,3,0,2020,3
2,37.0,18.0,12.0,75.0,2.0,3,1,2020,3
2,39.0,17.0,15.0,78.0,5.0,3,1,2020,3
2,48.0,17.0,20.0,53.0,4.0,3,1,2020,3
2,40.0,2.0,14.0,71.0,9.0,3,1,2020,3
2,50.0,17.0,13.0,37.0,8.0,0,0,2020,3
2,38.0,21.0,21.0,51.0,13.0,3,1,2020,3
2,43.0,21.0,24.0,50.0,8.0,3,0,2020,3
2,46.0,21.0,20.0,68.0,6.0,3,1,2020,3
2,48.0,21.0,16.0,53.0,5.0,3,1,2020,3
2,46.0,23.0,10.0,55.0,6.0,3,1,2020,3
2,36.0,27.0,22.0,75.0,5.0,3,1,2020,3
2,26.0,32.0,11.0,72.0,4.0,3,1,2020,3
2,29.0,32.0,15.0,87.0,5.0,3,1,2020,3
2,22.0,44.0,6.0,20.0,1.0,1,0,2020,3
2,25.0,13.0,4.0,21.0,2.0,0,0,2020,3
2,39.0,13.0,6.0,18.0,3.0,0,0,2020,3
3,32.0,32.0,11.0,48.0,6.0,3,0,2020,3
3,35.0,29.0,10.0,52.0,5.0,3,1,2020,3
3,37.0,29.0,26.0,35.0,3.0,0,0,2020,3
3,33.0,30.0,14.0,80.0,5.0,3,1,2020,3
3,30.0,20.0,11.0,68.0,3.0,3,1,2020,3
3,34.0,20.0,22.0,80.0,4.0,3,1,2020,3
3,40.0,19.0,15.0,92.0,4.0,3,1,2020,3
3,35.0,22.0,8.0,66.0,3.0,3,1,2020,3
3,43.0,22.0,6.0,55.0,7.0,3,1,2020,3
3,42.0,25.0,17.0,28.0,9.0,0,0,2020,3
3,33.0,26.0,10.0,58.0,7.0,3,1,2020,3
3,40.0,23.0,13.0,78.0,6.0,3,1,2020,3
3,25.0,22.0,9.0,52.0,4.0,3,1,2020,3
3,38.0,22.0,9.0,43.0,3.0,3,0,2020,3
3,50.0,22.0,10.0,28.0,4.0,0,0,2020,3
3,35.0,22.0,8.0,72.0,3.0,3,1,2020,3
3,43.0,21.0,12.0,41.0,4.0,0,0,2020,3
3,44.0,22.0,10.0,82.0,3.0,3,1,2020,3
