stasiun,pm10,so2,co,o3,no2,critical,categori,year,kmeans_label
1,51.0,22.0,18.0,61.0,18.0,3,1,2019,1
1,44.0,21.0,12.0,64.0,22.0,3,1,2019,1
1,55.0,24.0,26.0,48.0,17.0,0,1,2019,1
1,58.0,10.0,24.0,53.0,16.0,0,1,2019,1
1,62.0,13.0,18.0,69.0,17.0,3,1,2019,1
1,60.0,11.0,26.0,84.0,11.0,3,1,2019,1
1,68.0,21.0,31.0,96.0,13.0,3,1,2019,1
1,62.0,12.0,26.0,86.0,15.0,3,1,2019,1
1,59.0,15.0,31.0,74.0,15.0,3,1,2019,1
1,67.0,18.0,22.0,53.0,11.0,0,1,2019,1
1,65.0,12.0,26.0,42.0,11.0,0,1,2019,1
1,72.0,17.0,27.0,56.0,11.0,0,1,2019,1
1,61.0,10.0,22.0,63.0,13.0,3,1,2019,1
1,69.0,9.0,28.0,74.0,13.0,3,1,2019,1
1,83.0,9.0,27.0,74.0,10.0,0,1,2019,1
1,78.0,10.0,30.0,70.0,13.0,0,1,2019,1
1,71.0,9.0,22.0,92.0,16.0,3,1,2019,1
1,76.0,9.0,22.0,49.0,12.0,0,1,2019,1
1,63.0,10.0,27.0,56.0,10.0,0,1,2019,1
1,68.0,8.0,20.0,75.0,16.0,3,1,2019,1
1,71.0,11.0,24.0,79.0,10.0,3,1,2019,1
1,74.0,10.0,28.0,67.0,13.0,0,1,2019,1
1,58.0,8.0,24.0,90.0,10.0,3,1,2019,1
1,72.0,14.0,27.0,59.0,15.0,0,1,2019,1
1,60.0,10.0,27.0,77.0,18.0,3,1,2019,1
1,68.0,11.0,23.0,55.0,10.0,0,1,2019,1
1,53.0,7.0,22.0,68.0,12.0,3,1,2019,1
1,53.0,8.0,25.0,62.0,10.0,3,1,2019,1
1,64.0,10.0,25.0,40.0,11.0,0,1,2019,1
1,66.0,8.0,28.0,89.0,8.0,3,1,2019,1
2,60.0,11.0,25.0,82.0,12.0,3,1,2019,1
2,40.0,9.0,24.0,70.0,9.0,3,1,2019,1
2,50.0,9.0,33.0,67.0,8.0,3,1,2019,1
2,56.0,9.0,39.0,74.0,8.0,3,1,2019,1
2,47.0,10.0,32.0,67.0,9.0,3,1,2019,1
2,41.0,9.0,27.0,63.0,9.0,3,1,2019,1
2,57.0,9.0,42.0,79.0,10.0,3,1,2019,1
2,55.0,10.0,28.0,95.0,8.0,3,1,2019,1
2,57.0,9.0,36.0,80.0,6.0,3,1,2019,1
2,67.0,9.0,43.0,71.0,13.0,3,1,2019,1
2,53.0,9.0,35.0,91.0,12.0,3,1,2019,1
2,58.0,10.0,41.0,67.0,11.0,3,1,2019,1
2,69.0,9.0,29.0,86.0,13.0,3,1,2019,1
2,56.0,9.0,25.0,88.0,13.0,3,1,2019,1
2,59.0,9.0,32.0,115.0,12.0,3,2,2019,1
2,50.0,10.0,21.0,88.0,13.0,3,1,2019,1
2,45.0,10.0,25.0,62.0,11.0,3,1,2019,1
2,54.0,9.0,24.0,60.0,18.0,3,1,2019,1
2,52.0,10.0,23.0,83.0,14.0,3,1,2019,1
2,57.0,11.0,49.5,72.0,18.0,3,1,2019,1
2,55.0,10.0,23.0,70.0,10.0,3,1,2019,1
2,71.0,9.0,26.0,55.0,15.0,0,1,2019,1
2,72.0,9.0,41.0,85.0,13.0,3,1,2019,1
2,69.0,11.0,44.0,75.0,12.0,3,1,2019,1
2,71.0,10.0,28.0,99.0,14.0,3,1,2019,1
2,58.0,9.0,40.0,85.0,11.0,3,1,2019,1
2,45.0,10.0,25.0,90.0,9.0,3,1,2019,1
2,55.0,10.0,37.0,73.0,11.0,3,1,2019,1
2,53.0,10.0,29.0,79.0,9.0,3,1,2019,1
2,69.0,11.0,27.0,89.0,9.0,3,1,2019,1
2,86.0,12.0,31.0,92.0,14.0,3,1,2019,1
2,77.0,12.0,34.0,79.0,16.0,3,1,2019,1
2,67.0,13.0,22.0,77.0,18.0,3,1,2019,1
2,76.0,13.0,37.0,98.0,16.0,3,1,2019,1
2,77.0,12.0,26.0,81.0,15.0,3,1,2019,1
2,64.0,13.0,24.0,100.0,18.0,3,1,2019,1
2,86.0,13.0,48.0,86.0,11.0,0,1,2019,1
2,63.0,11.0,28.0,89.0,10.0,3,1,2019,1
2,53.0,12.0,28.0,82.0,12.0,3,1,2019,1
2,67.0,13.0,30.0,78.0,15.0,3,1,2019,1
2,58.0,13.0,26.0,79.0,10.0,3,1,2019,1
2,71.0,13.0,26.0,78.0,15.0,3,1,2019,1
2,63.0,14.0,25.0,87.0,14.0,3,1,2019,1
2,59.0,11.0,24.0,65.0,10.0,3,1,2019,1
2,69.0,13.0,25.0,88.0,12.0,3,1,2019,1
2,68.0,11.0,31.0,87.0,11.0,3,1,2019,1
2,55.0,13.0,23.0,97.0,12.0,3,1,2019,1
2,65.0,12.0,34.0,64.0,12.0,0,1,2019,1
2,57.0,13.0,25.0,90.0,11.0,3,1,2019,1
2,52.0,11.0,27.0,80.0,8.0,3,1,2019,1
2,58.0,12.0,29.0,110.0,15.0,3,2,2019,1
2,48.0,9.0,28.0,106.0,9.0,3,2,2019,1
2,45.0,8.0,25.0,107.0,11.0,3,2,2019,1
2,52.0,8.0,26.0,88.0,8.0,3,1,2019,1
2,34.0,8.0,30.0,90.0,8.0,3,1,2019,1
2,51.0,12.0,28.0,76.0,12.0,3,1,2019,1
2,61.0,12.0,29.0,82.0,9.0,3,1,2019,1
2,30.0,9.0,28.0,93.0,11.0,3,1,2019,1
2,43.0,9.0,30.0,90.0,10.0,3,1,2019,1
2,54.0,9.0,30.0,99.0,8.0,3,1,2019,1
2,55.0,9.0,35.0,100.0,7.0,3,1,2019,1
2,45.0,9.0,32.0,58.0,8.0,3,1,2019,1
2,39.0,12.0,34.0,81.0,9.0,3,1,2019,1
2,42.0,12.0,26.0,82.0,5.0,3,1,2019,1
2,42.0,12.0,34.0,61.0,10.0,3,1,2019,1
2,51.0,12.0,36.0,55.0,10.0,3,1,2019,1
2,61.0,12.0,49.5,76.0,8.0,3,1,2019,1
3,52.0,26.0,32.0,28.0,11.0,0,1,2019,1
3,43.0,14.0,37.0,39.0,9.0,0,0,2019,1
3,40.0,13.0,49.0,33.0,8.0,2,0,2019,1
3,39.0,19.0,31.0,48.0,7.0,3,0,2019,1
3,49.0,20.0,46.0,54.0,9.0,3,1,2019,1
3,64.0,20.0,34.0,46.0,6.0,0,1,2019,1
3,43.0,19.0,29.0,36.0,6.0,0,0,2019,1
3,57.0,21.0,24.0,35.0,7.0,0,1,2019,1
3,55.0,21.0,25.0,52.0,8.0,0,1,2019,1
3,51.0,20.0,25.0,50.0,7.0,0,1,2019,1
3,63.0,21.0,26.0,34.0,9.0,0,1,2019,1
3,73.0,20.0,36.0,59.0,10.0,0,1,2019,1
3,47.0,20.0,31.0,72.0,9.0,3,1,2019,1
3,72.0,23.0,30.0,78.0,12.0,3,1,2019,1
3,63.0,22.0,22.0,70.0,12.0,3,1,2019,1
3,55.0,21.0,25.0,61.0,8.0,3,1,2019,1
3,56.0,20.0,34.0,40.0,12.0,0,1,2019,1
3,51.0,20.0,27.0,86.0,8.0,3,1,2019,1
3,54.0,20.0,23.0,78.0,9.0,3,1,2019,1
3,45.0,21.0,26.0,73.0,9.0,3,1,2019,1
3,45.0,21.0,23.0,79.0,9.0,3,1,2019,1
3,76.0,22.0,40.0,75.0,13.0,0,1,2019,1
3,50.0,21.0,23.0,49.0,15.0,0,0,2019,1
3,58.0,22.0,35.0,92.0,11.0,3,1,2019,1
3,68.0,23.0,22.0,77.0,12.0,3,1,2019,1
3,63.0,21.0,36.0,60.0,10.0,0,1,2019,1
3,62.0,23.0,24.0,83.0,9.0,3,1,2019,1
3,59.0,21.0,37.0,93.0,10.0,3,1,2019,1
3,58.0,21.0,34.0,76.0,12.0,3,1,2019,1
3,59.0,21.0,31.0,56.0,9.0,0,1,2019,1
3,58.0,21.0,23.0,71.0,8.0,3,1,2019,1
3,50.0,22.0,38.0,46.0,8.0,0,0,2019,1
3,44.0,21.0,42.0,55.0,9.0,3,1,2019,1
3,45.0,22.0,37.0,91.0,9.0,3,1,2019,1
3,64.0,22.0,39.0,83.0,10.0,3,1,2019,1
3,62.0,22.0,43.0,109.0,11.0,3,2,2019,1
3,60.0,22.0,27.0,80.0,9.0,3,1,2019,1
3,47.0,22.0,25.0,70.0,8.0,3,1,2019,1
3,77.0,23.0,49.5,72.0,13.0,0,1,2019,1
3,65.0,23.0,32.0,68.0,16.0,3,1,2019,1
3,57.0,22.0,33.0,76.0,11.0,3,1,2019,1
3,55.0,22.0,22.0,88.0,15.0,3,1,2019,1
3,82.0,25.0,26.0,56.0,12.0,0,1,2019,1
3,59.0,34.0,38.0,53.0,10.0,0,1,2019,1
4,59.0,14.0,25.0,63.0,10.0,3,1,2019,1
4,44.0,13.0,20.0,64.0,21.0,3,1,2019,1
4,63.0,13.0,22.0,39.0,11.0,0,1,2019,1
4,45.0,21.0,19.0,47.0,16.0,3,0,2019,1
4,41.0,13.0,20.0,49.0,15.0,3,0,2019,1
4,69.0,9.0,39.0,63.0,10.0,0,1,2019,1
4,52.0,9.0,28.0,36.0,11.0,0,1,2019,1
4,53.0,9.0,31.0,53.0,15.0,0,1,2019,1
4,49.0,9.0,34.0,44.0,9.0,0,0,2019,1
4,54.0,12.0,41.0,43.0,9.0,0,1,2019,1
4,56.0,18.0,47.0,58.0,11.0,3,1,2019,1
4,49.0,13.0,26.0,47.0,6.0,0,0,2019,1
4,59.0,19.0,28.0,56.0,8.0,0,1,2019,1
4,55.0,13.0,34.0,48.0,9.0,0,1,2019,1
4,55.0,13.0,23.0,45.0,13.0,0,1,2019,1
4,63.0,15.0,39.0,56.0,12.0,0,1,2019,1
4,69.0,14.0,25.0,57.0,14.0,0,1,2019,1
4,57.0,12.0,25.0,64.0,15.0,3,1,2019,1
4,41.0,14.0,21.0,69.0,15.0,3,1,2019,1
4,54.0,12.0,27.0,80.0,14.0,3,1,2019,1
4,45.0,16.0,25.0,67.0,13.0,3,1,2019,1
4,51.0,14.0,19.0,66.0,16.0,3,1,2019,1
4,58.0,11.0,22.0,53.0,11.0,0,1,2019,1
4,54.0,13.0,32.0,112.0,13.0,3,2,2019,1
4,68.0,12.0,33.0,99.0,15.0,3,1,2019,1
4,57.0,13.0,43.0,128.0,11.0,3,2,2019,1
4,57.0,13.0,35.0,101.0,13.0,3,2,2019,1
4,55.0,14.0,24.0,92.0,11.0,3,1,2019,1
4,59.0,14.0,39.0,76.0,14.0,3,1,2019,1
4,61.0,13.0,26.0,92.0,8.0,3,1,2019,1
4,53.0,15.0,27.0,47.0,8.0,0,1,2019,1
4,48.0,15.0,24.0,54.0,7.0,3,1,2019,1
4,59.0,14.0,45.0,79.0,11.0,3,1,2019,1
4,50.0,11.0,38.0,82.0,9.0,3,1,2019,1
4,58.0,12.0,46.0,78.0,9.0,3,1,2019,1
4,47.0,12.0,28.0,102.0,9.0,3,2,2019,1
4,39.0,13.0,21.0,93.0,11.0,3,1,2019,1
4,48.0,23.0,19.0,89.0,13.0,3,1,2019,1
4,63.0,19.0,32.0,65.0,13.0,3,1,2019,1
4,56.0,14.0,34.0,91.0,11.0,3,1,2019,1
4,71.0,18.0,29.0,83.0,8.0,3,1,2019,1
4,75.0,17.0,34.0,85.0,11.0,3,1,2019,1
4,69.0,19.0,29.0,67.0,12.0,0,1,2019,1
4,48.0,15.0,26.0,76.0,12.0,3,1,2019,1
4,55.0,17.0,24.0,64.0,8.0,3,1,2019,1
4,64.0,17.0,27.0,63.0,8.0,0,1,2019,1
4,65.0,18.0,23.0,51.0,9.0,0,1,2019,1
4,57.0,21.0,22.0,78.0,11.0,3,1,2019,1
4,56.0,23.0,26.0,83.0,14.0,3,1,2019,1
4,59.0,19.0,25.0,76.0,12.0,3,1,2019,1
4,70.0,18.0,25.0,81.0,10.0,3,1,2019,1
4,68.0,23.0,24.0,47.0,10.0,0,1,2019,1
4,53.0,15.0,26.0,99.0,11.0,3,1,2019,1
4,60.0,17.0,24.0,71.0,8.0,3,1,2019,1
4,62.0,18.0,20.0,71.0,12.0,3,1,2019,1
4,68.0,22.0,23.0,64.0,14.0,0,1,2019,1
4,54.0,13.0,27.0,99.0,8.0,3,1,2019,1
4,56.0,17.0,29.0,84.0,9.0,3,1,2019,1
4,63.0,15.0,24.0,87.0,9.0,3,1,2019,1
4,59.0,15.0,26.0,72.0,11.0,3,1,2019,1
4,60.0,19.0,24.0,69.0,11.0,3,1,2019,1
4,62.0,19.0,24.0,74.0,15.0,3,1,2019,1
4,66.0,16.0,27.0,95.0,12.0,3,1,2019,1
4,58.0,15.0,30.0,99.0,7.0,3,1,2019,1
4,57.0,18.0,34.0,105.0,9.0,3,2,2019,1
4,43.0,16.0,31.0,57.0,11.0,3,1,2019,1
4,56.0,17.0,27.0,69.0,7.0,3,1,2019,1
4,65.0,16.0,39.0,73.0,5.0,3,1,2019,1
0,52.0,23.0,29.0,24.0,12.0,0,1,2020,1
0,61.0,34.0,36.0,58.0,15.0,0,1,2020,1
0,49.0,11.0,23.0,38.0,19.0,0,0,2020,1
0,38.0,12.0,21.0,35.0,20.0,0,0,2020,1
0,44.0,10.0,22.0,25.0,16.0,0,0,2020,1
0,39.0,8.0,37.0,19.0,15.0,0,0,2020,1
0,43.0,8.0,30.0,29.0,12.0,0,0,2020,1
0,50.0,9.0,26.0,32.0,18.0,0,0,2020,1
0,51.0,19.0,28.0,25.0,16.0,0,1,2020,1
0,38.0,8.0,25.0,51.0,15.0,3,1,2020,1
0,53.0,9.0,24.0,31.0,16.0,0,1,2020,1
0,47.0,10.0,18.0,68.0,19.0,3,1,2020,1
0,43.0,7.0,16.0,39.0,20.0,0,0,2020,1
0,51.0,6.0,25.0,21.0,18.0,0,1,2020,1
0,60.0,7.0,49.5,53.0,17.0,0,1,2020,1
0,52.0,7.0,24.0,41.0,16.0,0,1,2020,1
0,45.0,16.0,48.0,23.0,15.0,2,0,2020,1
0,59.0,7.0,40.0,18.0,13.0,0,1,2020,1
0,59.0,5.0,23.0,29.0,14.0,0,1,2020,1
0,56.0,7.0,19.0,55.0,16.0,0,1,2020,1
0,48.0,5.0,19.0,39.0,20.0,0,0,2020,1
0,64.0,6.0,19.0,87.0,17.0,3,1,2020,1
0,50.0,4.0,20.0,36.0,19.0,0,0,2020,1
0,41.0,4.0,21.0,57.0,15.0,3,1,2020,1
0,62.0,7.0,26.0,37.0,14.0,0,1,2020,1
0,58.0,4.0,20.0,54.0,17.0,0,1,2020,1
0,76.0,19.0,13.0,64.0,23.0,0,1,2020,1
0,65.0,18.0,15.0,39.0,18.0,0,1,2020,1
1,46.0,7.0,30.0,45.0,8.0,0,0,2020,1
1,64.0,7.0,24.0,45.0,10.0,0,1,2020,1
1,86.0,14.0,26.0,81.0,11.0,0,1,2020,1
1,73.0,10.0,49.5,92.0,15.0,3,1,2020,1
1,58.0,12.0,30.0,75.0,7.0,3,1,2020,1
1,49.0,9.0,37.0,27.0,9.0,0,0,2020,1
1,64.0,8.0,37.0,34.0,12.0,0,1,2020,1
1,46.0,10.0,25.0,30.0,9.0,0,0,2020,1
1,60.0,11.0,32.0,28.0,10.0,0,1,2020,1
1,55.0,8.0,25.0,33.0,8.0,0,1,2020,1
1,62.0,9.0,26.0,63.0,8.0,3,1,2020,1
1,64.0,21.0,23.0,49.0,9.0,0,1,2020,1
1,56.0,18.0,16.0,62.0,17.0,3,1,2020,1
1,73.0,21.0,18.0,72.0,15.0,0,1,2020,1
1,80.0,25.0,29.0,79.0,19.0,0,1,2020,1
1,78.0,21.0,22.0,81.0,18.0,3,1,2020,1
1,72.0,24.0,25.0,58.0,18.0,0,1,2020,1
2,62.0,11.0,39.0,46.0,7.0,0,1,2020,1
2,67.0,11.0,49.5,46.0,13.0,0,1,2020,1
