stasiun,pm10,so2,co,o3,no2,max,critical,categori,year
4,27.0,10.0,18.0,83.0,16.0,83.0,3,1,2019
4,37.0,12.0,17.0,55.0,17.0,55.0,3,1,2019
4,54.0,13.0,32.0,112.0,13.0,112.0,3,2,2019
4,68.0,12.0,33.0,99.0,15.0,99.0,3,1,2019
4,58.0,12.0,25.0,147.5,15.0,137.5,3,3,2019
4,55.0,14.0,17.0,131.0,9.0,131.0,3,2,2019
4,45.0,13.0,13.0,55.0,9.0,55.0,3,1,2019
4,32.0,14.0,11.0,48.0,6.0,48.0,3,0,2019
4,32.0,11.0,16.0,122.0,11.0,122.0,3,2,2019
4,53.0,14.0,29.0,147.5,15.0,137.5,3,2,2019
4,71.0,23.0,29.0,132.0,11.0,132.0,3,2,2019
4,57.0,13.0,43.0,128.0,11.0,128.0,3,2,2019
4,38.0,17.0,10.0,82.0,6.0,82.0,3,1,2019
4,38.0,17.0,12.0,48.0,7.0,48.0,3,0,2019
4,26.0,15.0,7.0,33.0,4.0,33.0,3,0,2019
4,26.0,16.0,7.0,65.0,3.0,65.0,3,1,2019
4,40.0,13.0,10.0,74.0,4.0,74.0,3,1,2019
4,42.0,19.0,17.0,58.0,5.0,58.0,3,1,2019
4,31.0,18.0,6.0,75.0,3.0,75.0,3,1,2019
4,17.0,14.0,5.0,55.0,2.0,55.0,3,1,2019
4,26.0,12.0,6.0,42.0,3.0,42.0,3,0,2019
4,61.0,18.0,19.0,89.0,8.0,89.0,3,1,2019
4,39.0,13.0,16.0,147.5,15.0,137.5,3,2,2019
4,51.0,15.0,24.0,130.0,17.0,130.0,3,2,2019
4,57.0,19.0,15.0,147.5,10.0,137.5,3,2,2019
4,51.0,18.0,19.0,147.5,13.0,137.5,3,2,2019
4,57.0,16.0,18.0,147.5,8.0,137.5,3,2,2019
4,61.0,14.0,26.0,147.5,15.0,137.5,3,2,2019
4,57.0,13.0,35.0,101.0,13.0,101.0,3,2,2019
4,62.0,15.0,42.0,146.0,14.0,137.5,3,2,2019
4,59.0,14.0,16.0,147.5,10.0,137.5,3,2,2019
4,51.0,14.0,18.0,83.0,11.0,83.0,3,1,2019
4,74.0,11.0,38.0,147.5,9.0,137.5,3,2,2019
4,66.0,15.0,35.0,147.5,10.0,137.5,3,3,2019
4,53.0,13.0,18.0,147.5,10.0,137.5,3,3,2019
4,53.0,14.0,16.0,113.0,9.0,113.0,3,2,2019
4,65.0,15.0,19.0,147.5,7.0,137.5,3,2,2019
4,59.0,23.0,13.0,101.0,9.0,101.0,3,2,2019
4,46.0,13.0,17.0,57.0,6.0,57.0,3,1,2019
4,46.0,14.0,16.0,62.0,8.0,62.0,3,1,2019
4,37.0,14.0,18.0,85.0,12.0,85.0,3,1,2019
4,55.0,14.0,24.0,92.0,11.0,92.0,3,1,2019
4,56.0,16.0,26.0,119.0,11.0,119.0,3,2,2019
4,59.0,14.0,39.0,76.0,14.0,76.0,3,1,2019
4,61.0,13.0,26.0,92.0,8.0,92.0,3,1,2019
4,41.0,13.0,19.0,42.0,8.0,42.0,3,0,2019
4,24.0,13.0,15.0,85.0,7.0,85.0,3,1,2019
4,53.0,15.0,27.0,47.0,8.0,53.0,0,1,2019
4,48.0,15.0,24.0,54.0,7.0,54.0,3,1,2019
4,50.0,22.0,15.0,46.0,10.0,50.0,0,0,2019
4,57.0,17.0,16.0,46.0,8.0,57.0,0,1,2019
4,59.0,14.0,45.0,79.0,11.0,79.0,3,1,2019
4,37.0,11.0,18.0,115.0,9.0,115.0,3,2,2019
4,50.0,11.0,38.0,82.0,9.0,82.0,3,1,2019
4,58.0,12.0,46.0,78.0,9.0,78.0,3,1,2019
4,47.0,12.0,28.0,102.0,9.0,102.0,3,2,2019
4,39.0,13.0,21.0,93.0,11.0,93.0,3,1,2019
4,36.0,13.0,20.0,80.0,7.0,80.0,3,1,2019
4,28.0,13.0,10.0,24.0,3.0,28.0,0,0,2019
4,48.0,23.0,19.0,89.0,13.0,89.0,3,1,2019
4,63.0,19.0,32.0,65.0,13.0,65.0,3,1,2019
4,56.0,14.0,34.0,91.0,11.0,91.0,3,1,2019
4,46.0,16.0,18.0,83.0,7.0,83.0,3,1,2019
4,71.0,18.0,29.0,83.0,8.0,83.0,3,1,2019
4,75.0,17.0,34.0,85.0,11.0,85.0,3,1,2019
4,69.0,19.0,29.0,67.0,12.0,69.0,0,1,2019
4,48.0,15.0,26.0,76.0,12.0,76.0,3,1,2019
4,37.0,15.0,16.0,65.0,10.0,65.0,3,1,2019
4,55.0,17.0,24.0,64.0,8.0,64.0,3,1,2019
4,64.0,17.0,27.0,63.0,8.0,64.0,0,1,2019
4,65.0,18.0,23.0,51.0,9.0,65.0,0,1,2019
4,60.0,22.0,20.0,59.0,11.0,60.0,0,1,2019
4,57.0,21.0,22.0,78.0,11.0,78.0,3,1,2019
4,56.0,23.0,26.0,83.0,14.0,83.0,3,1,2019
4,59.0,19.0,25.0,76.0,12.0,76.0,3,1,2019
4,74.0,22.0,31.0,114.0,10.0,114.0,3,2,2019
4,58.0,20.0,16.0,78.0,8.0,78.0,3,1,2019
4,70.0,18.0,25.0,81.0,10.0,81.0,3,1,2019
4,58.0,23.0,18.0,55.0,11.0,58.0,0,1,2019
4,58.0,18.0,19.0,82.0,8.0,82.0,3,1,2019
4,68.0,23.0,24.0,47.0,10.0,68.0,0,1,2019
4,61.0,20.0,21.0,72.0,9.0,72.0,3,1,2019
4,65.0,18.0,22.0,107.0,11.0,107.0,3,2,2019
4,65.0,24.0,17.0,90.0,7.0,90.0,3,1,2019
4,58.0,22.0,14.0,58.0,10.0,58.0,0,1,2019
4,59.0,21.0,17.0,77.0,8.0,77.0,3,1,2019
4,60.0,16.0,17.0,77.0,9.0,77.0,3,1,2019
4,50.0,16.0,14.0,74.0,5.0,74.0,3,1,2019
4,63.0,17.0,19.0,89.0,9.0,89.0,3,1,2019
4,70.0,15.0,22.0,88.0,8.0,88.0,3,1,2019
4,55.0,15.0,18.0,71.0,8.0,71.0,3,1,2019
4,72.0,16.0,20.0,61.0,8.0,72.0,0,1,2019
4,58.0,21.0,18.0,50.0,6.0,58.0,0,1,2019
4,44.0,17.0,11.0,55.0,6.0,55.0,3,1,2019
4,43.0,16.0,11.0,51.0,4.0,51.0,3,1,2019
4,36.0,13.0,11.0,68.0,4.0,68.0,3,1,2019
4,47.0,14.0,18.0,98.0,8.0,98.0,3,1,2019
4,57.0,16.0,19.0,88.0,8.0,88.0,3,1,2019
4,55.0,15.0,19.0,105.0,9.0,105.0,3,2,2019
4,68.0,17.0,18.0,108.0,8.0,108.0,3,2,2019
4,70.0,19.0,18.0,96.0,9.0,96.0,3,1,2019
4,68.0,16.0,20.0,82.0,8.0,82.0,3,1,2019
4,53.0,15.0,26.0,99.0,11.0,99.0,3,1,2019
4,57.0,19.0,16.0,88.0,7.0,88.0,3,1,2019
4,60.0,17.0,24.0,71.0,8.0,71.0,3,1,2019
4,56.0,21.0,13.0,52.0,9.0,56.0,0,1,2019
4,60.0,21.0,17.0,92.0,11.0,92.0,3,1,2019
4,78.0,20.0,24.0,99.0,12.0,99.0,3,1,2019
4,68.0,23.0,17.0,99.0,9.0,99.0,3,1,2019
4,68.0,25.0,19.0,121.0,9.0,121.0,3,2,2019
4,72.0,20.0,20.0,90.0,8.0,90.0,3,1,2019
4,76.0,24.0,19.0,103.0,12.0,103.0,3,2,2019
4,80.0,21.0,25.0,89.0,11.0,89.0,3,1,2019
4,71.0,23.0,21.0,69.0,10.0,71.0,0,1,2019
4,79.0,23.0,19.0,141.0,10.0,137.5,3,2,2019
4,68.0,20.0,17.0,116.0,9.0,116.0,3,2,2019
4,63.0,25.0,14.0,84.0,11.0,84.0,3,1,2019
4,55.0,26.0,13.0,79.0,11.0,79.0,3,1,2019
4,62.0,18.0,20.0,71.0,12.0,71.0,3,1,2019
4,50.0,21.0,10.0,48.0,6.0,50.0,0,0,2019
4,50.0,22.0,11.0,56.0,7.0,56.0,3,1,2019
4,67.0,17.0,17.0,84.0,8.0,84.0,3,1,2019
4,60.0,28.0,14.0,79.0,8.0,79.0,3,1,2019
4,64.0,24.0,16.0,50.0,10.0,64.0,0,1,2019
4,65.0,24.0,17.0,64.0,9.0,65.0,0,1,2019
4,67.0,22.0,16.0,90.0,8.0,90.0,3,1,2019
4,84.0,23.0,22.0,126.0,12.0,126.0,3,2,2019
4,68.0,22.0,23.0,64.0,14.0,68.0,0,1,2019
4,69.0,22.0,19.0,84.0,12.0,84.0,3,1,2019
4,64.0,21.0,16.0,107.0,13.0,107.0,3,2,2019
4,74.0,22.0,18.0,77.0,11.0,77.0,3,1,2019
4,62.0,23.0,17.0,58.0,9.0,62.0,0,1,2019
4,75.0,23.0,16.0,113.0,10.0,113.0,3,2,2019
4,63.0,22.0,13.0,88.0,6.0,88.0,3,1,2019
4,67.0,21.0,18.0,121.0,7.0,121.0,3,2,2019
4,66.0,25.0,19.0,65.0,14.0,66.0,0,1,2019
4,69.0,21.0,16.0,92.0,8.0,92.0,3,1,2019
4,75.0,23.0,19.0,124.0,9.0,124.0,3,2,2019
4,63.0,23.0,15.0,95.0,11.0,95.0,3,1,2019
4,58.0,24.0,12.0,72.0,9.0,72.0,3,1,2019
4,66.0,23.0,17.0,95.0,9.0,95.0,3,1,2019
4,70.0,19.0,19.0,91.0,7.0,91.0,3,1,2019
4,73.0,20.0,24.0,99.0,12.0,99.0,3,1,2019
4,67.0,21.0,15.0,88.0,6.0,88.0,3,1,2019
4,57.0,20.0,13.0,115.0,6.0,115.0,3,2,2019
4,61.0,20.0,14.0,96.0,7.0,96.0,3,1,2019
4,66.0,22.0,16.0,92.0,8.0,92.0,3,1,2019
4,62.0,21.0,14.0,71.0,10.0,71.0,3,1,2019
4,54.0,20.0,11.0,92.0,7.0,92.0,3,1,2019
4,62.0,20.0,14.0,77.0,10.0,77.0,3,1,2019
4,67.0,22.0,16.0,146.0,9.0,137.5,3,2,2019
4,60.0,22.0,13.0,102.0,8.0,102.0,3,2,2019
4,69.0,21.0,17.0,80.0,10.0,80.0,3,1,2019
4,64.0,21.0,14.0,61.0,6.0,64.0,0,1,2019
4,60.0,21.0,14.0,60.0,8.0,60.0,0,1,2019
4,60.0,21.0,13.0,51.0,9.0,60.0,0,1,2019
4,55.0,20.0,11.0,69.0,6.0,69.0,3,1,2019
4,61.0,20.0,14.0,84.0,8.0,84.0,3,1,2019
4,92.0,20.0,28.0,147.5,14.0,137.5,3,3,2019
4,71.0,19.0,15.0,147.5,9.0,137.5,3,2,2019
4,63.0,19.0,13.0,108.0,6.0,108.0,3,2,2019
4,68.0,20.0,17.0,147.5,8.0,137.5,3,2,2019
4,65.0,23.0,12.0,147.5,7.0,137.5,3,2,2019
4,56.0,23.0,11.0,64.0,10.0,64.0,3,1,2019
4,56.0,21.0,12.0,88.0,8.0,88.0,3,1,2019
4,69.0,19.0,15.0,147.5,9.0,137.5,3,3,2019
4,64.0,21.0,12.0,147.5,7.0,137.5,3,2,2019
4,66.0,21.0,11.0,128.0,6.0,128.0,3,2,2019
4,66.0,20.0,11.0,147.5,6.0,137.5,3,2,2019
4,66.0,35.0,12.0,147.5,9.0,137.5,3,2,2019
4,61.0,25.0,10.0,108.0,9.0,108.0,3,2,2019
4,64.0,18.0,18.0,132.0,10.0,132.0,3,2,2019
4,67.0,20.0,13.0,96.0,8.0,96.0,3,1,2019
4,67.0,22.0,14.0,109.0,8.0,109.0,3,2,2019
4,71.0,20.0,14.0,147.5,9.0,137.5,3,2,2019
4,68.0,22.0,11.0,134.0,9.0,134.0,3,2,2019
4,63.0,27.0,10.0,144.0,9.0,137.5,3,2,2019
4,75.0,22.0,16.0,113.0,3.0,113.0,3,2,2019
4,65.0,19.0,13.0,96.0,4.0,96.0,3,1,2019
4,65.0,23.0,13.0,127.0,3.0,127.0,3,2,2019
4,65.0,22.0,13.0,126.0,3.0,126.0,3,2,2019
4,66.0,21.0,14.0,101.0,3.0,101.0,3,2,2019
4,56.0,23.0,10.0,91.0,3.0,91.0,3,1,2019
4,68.0,25.0,17.0,147.5,4.0,137.5,3,2,2019
4,78.0,22.0,19.0,143.0,3.0,137.5,3,2,2019
4,69.0,22.0,15.0,147.5,3.0,137.5,3,2,2019
4,63.0,24.0,14.0,147.5,2.0,137.5,3,2,2019
4,68.0,23.0,12.0,99.0,2.0,99.0,3,1,2019
4,60.0,21.0,10.0,74.0,2.0,74.0,3,1,2019
4,57.0,25.0,10.0,77.0,3.0,77.0,3,1,2019
4,62.0,22.0,12.0,125.0,4.0,125.0,3,2,2019
4,70.0,21.0,15.0,107.0,4.0,107.0,3,2,2019
4,59.0,22.0,10.0,91.0,3.0,91.0,3,1,2019
4,59.0,22.0,10.0,147.5,3.0,137.5,3,2,2019
4,65.0,23.0,11.0,147.5,3.0,137.5,3,2,2019
4,61.0,25.0,12.0,87.0,4.0,87.0,3,1,2019
4,61.0,26.0,10.0,112.0,9.0,112.0,3,2,2019
4,68.0,26.0,12.0,147.5,6.0,137.5,3,2,2019
4,65.0,23.0,10.0,110.0,9.0,110.0,3,2,2019
4,72.0,22.0,12.0,131.0,8.0,131.0,3,2,2019
4,58.0,24.0,9.0,102.0,7.0,102.0,3,2,2019
4,65.0,22.0,12.0,115.0,8.0,115.0,3,2,2019
4,60.0,20.0,12.0,146.0,7.0,137.5,3,2,2019
4,74.0,24.0,18.0,147.5,11.0,137.5,3,2,2019
4,69.0,25.0,10.0,147.5,8.0,137.5,3,2,2019
4,78.0,22.0,10.0,138.0,8.0,137.5,3,2,2019
4,76.0,21.0,10.0,147.5,8.0,137.5,3,2,2019
4,62.0,25.0,10.0,89.0,8.0,89.0,3,1,2019
4,62.0,21.0,10.0,147.5,8.0,137.5,3,2,2019
4,67.0,22.0,10.0,100.0,8.0,100.0,3,1,2019
4,70.0,24.0,13.0,138.0,8.0,137.5,3,2,2019
4,59.0,19.0,9.0,127.0,11.0,127.0,3,2,2019
4,71.0,21.0,8.0,147.5,9.0,137.5,3,3,2019
4,77.0,21.0,12.0,147.5,11.0,137.5,3,2,2019
4,70.0,22.0,7.0,147.5,7.0,137.5,3,2,2019
4,77.0,21.0,12.0,147.5,9.0,137.5,3,2,2019
4,59.0,19.0,5.0,147.5,5.0,137.5,3,2,2019
4,68.0,20.0,10.0,144.0,8.0,137.5,3,2,2019
4,60.0,19.0,6.0,147.5,7.0,137.5,3,2,2019
4,59.0,19.0,5.0,70.0,8.0,70.0,3,1,2019
4,66.0,20.0,9.0,147.0,7.0,137.5,3,2,2019
4,65.0,23.0,12.0,87.0,8.0,87.0,3,1,2019
4,70.0,24.0,13.0,135.0,8.0,135.0,3,2,2019
4,69.0,22.0,11.0,140.0,9.0,137.5,3,2,2019
4,71.0,23.0,9.0,107.0,8.0,107.0,3,2,2019
4,75.0,23.0,7.0,94.0,10.0,94.0,3,1,2019
4,67.0,22.0,3.0,147.5,9.0,137.5,3,2,2019
4,75.0,21.0,10.0,147.5,8.0,137.5,3,2,2019
4,60.0,19.0,7.0,93.0,9.0,93.0,3,1,2019
4,65.0,20.0,7.0,88.0,11.0,88.0,3,1,2019
4,66.0,21.0,8.0,147.5,7.0,137.5,3,2,2019
4,59.0,27.0,7.0,82.0,9.0,82.0,3,1,2019
4,53.0,21.0,5.0,120.0,5.0,120.0,3,2,2019
4,52.0,20.0,10.0,83.0,10.0,83.0,3,1,2019
4,51.0,20.0,7.0,92.0,7.0,92.0,3,1,2019
4,50.0,19.0,5.0,107.0,5.0,107.0,3,2,2019
4,58.0,20.0,11.0,147.5,12.0,137.5,3,2,2019
4,61.0,20.0,14.0,147.5,13.0,137.5,3,2,2019
4,58.0,24.0,8.0,147.5,11.0,137.5,3,3,2019
4,69.0,21.0,12.0,147.5,11.0,137.5,3,2,2019
4,60.0,25.0,10.0,147.5,12.0,137.5,3,3,2019
4,63.0,32.0,11.0,147.5,7.0,137.5,3,2,2019
4,61.0,25.0,7.0,125.0,10.0,125.0,3,2,2019
4,64.0,22.0,7.0,134.0,9.0,134.0,3,2,2019
4,64.0,33.0,33.0,73.0,9.0,73.0,3,1,2019
4,53.0,22.0,18.0,68.0,7.0,68.0,3,1,2019
4,59.0,21.0,20.0,126.0,8.0,126.0,3,2,2019
4,60.0,20.0,17.0,147.5,7.0,137.5,3,2,2019
4,59.0,20.0,21.0,100.0,6.0,100.0,3,1,2019
4,50.0,19.0,18.0,134.0,6.0,134.0,3,2,2019
4,55.0,24.0,21.0,94.0,12.0,94.0,3,1,2019
4,57.0,20.0,22.0,99.0,12.0,99.0,3,1,2019
4,85.0,22.0,34.0,146.0,16.0,137.5,3,2,2019
4,68.0,21.0,25.0,147.5,8.0,137.5,3,2,2019
4,64.0,20.0,21.0,147.5,7.0,137.5,3,2,2019
4,77.0,22.0,30.0,125.0,11.0,125.0,3,2,2019
4,70.0,20.0,29.0,101.0,10.0,101.0,3,2,2019
4,63.0,14.0,20.0,122.0,7.0,122.0,3,2,2019
4,53.0,12.0,20.0,92.0,9.0,92.0,3,1,2019
4,54.0,13.0,27.0,99.0,8.0,99.0,3,1,2019
4,47.0,13.0,18.0,136.0,4.0,136.0,3,2,2019
4,63.0,20.0,21.0,107.0,7.0,107.0,3,2,2019
4,58.0,23.0,19.0,76.0,7.0,76.0,3,1,2019
4,61.0,22.0,20.0,73.0,9.0,73.0,3,1,2019
4,43.0,19.0,17.0,49.0,7.0,49.0,3,0,2019
4,56.0,17.0,29.0,84.0,9.0,84.0,3,1,2019
4,64.0,16.0,30.0,147.5,10.0,137.5,3,2,2019
4,63.0,15.0,24.0,87.0,9.0,87.0,3,1,2019
4,74.0,17.0,31.0,147.5,11.0,137.5,3,2,2019
4,59.0,15.0,26.0,72.0,11.0,72.0,3,1,2019
4,71.0,30.0,29.0,107.0,11.0,107.0,3,2,2019
4,53.0,15.0,22.0,89.0,9.0,89.0,3,1,2019
4,52.0,20.0,18.0,99.0,5.0,99.0,3,1,2019
4,64.0,23.0,22.0,88.0,9.0,88.0,3,1,2019
4,55.0,21.0,20.0,75.0,9.0,75.0,3,1,2019
4,45.0,15.0,25.0,140.0,9.0,137.5,3,2,2019
4,60.0,19.0,24.0,69.0,11.0,69.0,3,1,2019
4,62.0,19.0,24.0,74.0,15.0,74.0,3,1,2019
4,66.0,16.0,27.0,95.0,12.0,95.0,3,1,2019
4,50.0,15.0,21.0,94.0,7.0,94.0,3,1,2019
4,58.0,15.0,30.0,99.0,7.0,99.0,3,1,2019
4,57.0,18.0,34.0,105.0,9.0,105.0,3,2,2019
4,53.0,14.0,21.0,73.0,8.0,73.0,3,1,2019
4,51.0,19.0,22.0,91.0,6.0,91.0,3,1,2019
4,51.0,27.0,24.0,80.0,8.0,80.0,3,1,2019
4,43.0,16.0,31.0,57.0,11.0,57.0,3,1,2019
4,56.0,17.0,27.0,69.0,7.0,69.0,3,1,2019
4,65.0,16.0,39.0,73.0,5.0,73.0,3,1,2019
4,51.0,16.0,20.0,48.0,5.0,51.0,0,1,2019
0,30.0,20.0,10.0,32.0,9.0,32.0,3,0,2020
0,27.0,22.0,12.0,29.0,8.0,29.0,3,0,2020
0,39.0,22.0,14.0,32.0,10.0,39.0,0,0,2020
0,34.0,22.0,14.0,38.0,10.0,38.0,3,0,2020
0,35.0,22.0,12.0,31.0,9.0,35.0,0,0,2020
0,46.0,23.0,16.0,32.0,9.0,46.0,0,0,2020
0,37.0,23.0,26.0,33.0,11.0,37.0,0,0,2020
0,41.0,26.0,20.0,30.0,11.0,41.0,0,0,2020
0,52.0,23.0,29.0,24.0,12.0,52.0,0,1,2020
0,24.0,24.0,18.0,25.0,8.0,25.0,3,0,2020
0,34.0,31.0,25.0,23.0,8.0,34.0,0,0,2020
0,27.0,23.0,9.0,33.0,4.0,33.0,3,0,2020
0,33.0,26.0,12.0,36.0,8.0,36.0,3,0,2020
0,34.0,28.0,13.0,27.0,7.0,34.0,0,0,2020
0,29.0,22.0,13.0,36.0,8.0,36.0,3,0,2020
0,52.0,49.0,19.0,30.0,8.0,60.0,1,1,2020
0,51.0,34.0,21.0,74.0,20.0,74.0,3,1,2020
0,37.0,29.0,14.0,31.0,6.0,37.0,0,0,2020
0,61.0,34.0,36.0,58.0,15.0,61.0,0,1,2020
0,47.0,30.0,15.0,33.0,9.0,47.0,0,0,2020
0,30.0,36.0,14.0,26.0,9.0,36.0,1,0,2020
0,40.0,36.0,18.0,28.0,15.0,40.0,0,0,2020
0,49.0,11.0,23.0,38.0,19.0,49.0,0,0,2020
0,38.0,12.0,21.0,35.0,20.0,38.0,0,0,2020
0,44.0,10.0,22.0,25.0,16.0,44.0,0,0,2020
0,29.0,8.0,19.0,27.0,14.0,29.0,0,0,2020
0,37.0,10.0,24.0,28.0,12.0,37.0,0,0,2020
0,39.0,8.0,37.0,19.0,15.0,39.0,0,0,2020
0,24.0,8.0,29.0,21.0,14.0,29.0,2,0,2020
0,43.0,8.0,30.0,29.0,12.0,43.0,0,0,2020
0,50.0,9.0,26.0,32.0,18.0,50.0,0,0,2020
0,51.0,19.0,28.0,25.0,16.0,51.0,0,1,2020
0,29.0,8.0,24.0,26.0,12.0,29.0,0,0,2020
0,35.0,7.0,18.0,33.0,12.0,35.0,0,0,2020
0,38.0,8.0,25.0,51.0,15.0,51.0,3,1,2020
0,53.0,9.0,24.0,31.0,16.0,53.0,0,1,2020
0,47.0,10.0,18.0,68.0,19.0,68.0,3,1,2020
0,43.0,7.0,16.0,39.0,20.0,43.0,0,0,2020
0,51.0,6.0,25.0,21.0,18.0,51.0,0,1,2020
0,60.0,7.0,49.5,53.0,17.0,60.0,0,1,2020
0,52.0,7.0,24.0,41.0,16.0,52.0,0,1,2020
0,24.0,5.0,18.0,28.0,12.0,28.0,3,0,2020
0,45.0,16.0,48.0,23.0,15.0,48.0,2,0,2020
0,38.0,8.0,27.0,17.0,11.0,38.0,0,0,2020
0,30.0,5.0,16.0,20.0,13.0,30.0,0,0,2020
0,35.0,11.0,15.0,22.0,14.0,35.0,0,0,2020
0,31.0,8.0,16.0,30.0,13.0,31.0,0,0,2020
0,28.0,5.0,5.0,29.0,9.0,29.0,3,0,2020
0,20.0,4.0,10.0,27.0,9.0,27.0,3,0,2020
0,19.0,5.0,14.0,25.0,13.0,25.0,3,0,2020
0,42.0,5.0,15.0,27.0,13.0,42.0,0,0,2020
0,33.0,5.0,16.0,22.0,13.0,33.0,0,0,2020
0,59.0,7.0,40.0,18.0,13.0,59.0,0,1,2020
0,45.0,5.0,13.0,28.0,8.0,45.0,0,0,2020
0,34.0,5.0,15.0,32.0,10.0,34.0,0,0,2020
0,59.0,5.0,23.0,29.0,14.0,59.0,0,1,2020
0,56.0,7.0,19.0,55.0,16.0,56.0,0,1,2020
0,35.0,6.0,16.0,30.0,13.0,35.0,0,0,2020
0,36.0,10.0,19.0,33.0,16.0,36.0,0,0,2020
0,37.0,7.0,17.0,28.0,17.0,37.0,0,0,2020
0,45.0,7.0,16.0,39.0,11.0,45.0,0,0,2020
0,39.0,6.0,12.0,19.0,11.0,39.0,0,0,2020
0,30.0,5.0,12.0,33.0,11.0,33.0,3,0,2020
0,40.0,5.0,15.0,38.0,13.0,40.0,0,0,2020
0,48.0,5.0,19.0,39.0,20.0,48.0,0,0,2020
0,34.0,4.0,17.0,36.0,12.0,36.0,3,0,2020
0,64.0,6.0,19.0,87.0,17.0,87.0,3,1,2020
0,50.0,3.0,17.0,42.0,13.0,50.0,0,0,2020
0,50.0,4.0,20.0,36.0,19.0,50.0,0,0,2020
0,41.0,4.0,21.0,57.0,15.0,57.0,3,1,2020
0,44.0,3.0,15.0,54.0,12.0,54.0,3,1,2020
0,62.0,7.0,26.0,37.0,14.0,62.0,0,1,2020
0,48.0,4.0,12.0,51.0,14.0,51.0,3,1,2020
0,43.0,6.0,15.0,37.0,17.0,43.0,0,0,2020
0,34.0,4.0,7.0,42.0,9.0,42.0,3,0,2020
0,40.0,4.0,12.0,66.0,13.0,66.0,3,1,2020
0,58.0,4.0,20.0,54.0,17.0,58.0,0,1,2020
0,33.0,3.0,7.0,63.0,8.0,63.0,3,1,2020
0,49.0,4.0,10.0,42.0,10.0,49.0,0,0,2020
0,43.0,4.0,9.0,62.0,10.0,62.0,3,1,2020
0,58.0,6.0,12.0,67.0,14.0,67.0,3,1,2020
0,61.0,7.0,7.0,56.0,8.0,61.0,0,1,2020
0,47.0,6.0,9.0,68.0,12.0,68.0,3,1,2020
0,51.0,11.0,9.0,84.0,10.0,84.0,3,1,2020
0,38.0,6.0,12.0,67.0,10.0,67.0,3,1,2020
0,32.0,4.0,6.0,33.0,7.0,33.0,3,0,2020
0,30.0,5.0,4.0,33.0,5.0,33.0,3,0,2020
0,42.0,6.0,8.0,47.0,7.0,47.0,3,0,2020
0,50.0,4.0,6.0,63.0,8.0,63.0,3,1,2020
0,45.0,4.0,8.0,37.0,9.0,45.0,0,0,2020
0,26.0,3.0,11.0,35.0,9.0,35.0,3,0,2020
0,26.0,5.0,5.0,31.0,7.0,31.0,3,0,2020
0,36.0,3.0,5.0,27.0,10.0,36.0,0,0,2020
0,50.0,2.0,7.0,71.0,10.0,71.0,3,1,2020
0,48.0,2.0,6.0,88.0,6.0,88.0,3,1,2020
0,65.0,3.0,14.0,86.0,13.0,86.0,3,1,2020
0,40.0,2.0,8.0,46.0,9.0,46.0,3,0,2020
0,48.0,4.0,8.0,51.0,10.0,51.0,3,1,2020
0,40.0,2.0,8.0,46.0,11.0,46.0,3,0,2020
0,34.0,3.0,7.0,41.0,9.0,41.0,3,0,2020
0,43.0,2.0,8.0,54.0,9.0,54.0,3,1,2020
0,43.0,4.0,5.0,72.0,7.0,72.0,3,1,2020
0,59.0,5.0,7.0,87.0,9.0,87.0,3,1,2020
0,74.0,14.0,6.0,47.0,11.0,74.0,0,1,2020
0,45.0,5.0,5.0,43.0,7.0,45.0,0,0,2020
0,43.0,4.0,3.0,27.0,8.0,43.0,0,0,2020
0,46.0,3.0,7.0,45.0,8.0,46.0,0,0,2020
0,57.0,3.0,5.0,45.0,8.0,57.0,0,1,2020
0,36.0,1.0,4.0,71.0,8.0,71.0,3,1,2020
0,49.0,2.0,7.0,45.0,13.0,49.0,0,0,2020
0,53.0,4.0,6.0,52.0,11.0,53.0,0,1,2020
0,61.0,5.0,6.0,33.0,14.0,61.0,0,1,2020
0,32.0,2.0,12.0,29.0,9.0,32.0,0,0,2020
0,52.0,5.0,11.0,35.0,9.0,52.0,0,1,2020
0,50.0,4.0,4.0,30.0,8.0,50.0,0,0,2020
0,51.0,7.0,7.0,34.0,9.0,51.0,0,1,2020
0,44.0,4.0,4.0,29.0,7.0,44.0,0,0,2020
0,50.0,4.0,3.0,48.0,9.0,50.0,0,0,2020
0,60.0,4.0,4.0,60.0,10.0,60.0,0,1,2020
0,56.0,4.0,3.0,34.0,12.0,56.0,0,1,2020
0,64.0,5.0,3.0,44.0,12.0,64.0,0,1,2020
0,44.0,2.0,4.0,47.0,8.0,47.0,3,0,2020
0,47.0,3.0,4.0,62.0,10.0,62.0,3,1,2020
0,54.0,2.0,3.0,38.0,8.0,54.0,0,1,2020
0,56.0,7.0,9.0,42.0,9.0,56.0,0,1,2020
0,60.0,7.0,7.0,40.0,9.0,60.0,0,1,2020
0,58.0,6.0,8.0,57.0,8.0,58.0,0,1,2020
0,60.0,6.0,8.0,83.0,7.0,83.0,3,1,2020
0,54.0,4.0,6.0,43.0,10.0,54.0,0,1,2020
0,30.0,8.0,8.0,59.0,13.0,59.0,3,1,2020
0,50.0,12.0,10.0,34.0,8.0,50.0,0,0,2020
0,27.0,7.0,7.0,49.0,9.0,49.0,3,0,2020
0,58.0,8.0,7.0,42.0,8.0,58.0,0,1,2020
0,42.0,3.0,10.0,52.0,8.0,52.0,3,1,2020
